account_id,churn_flag,churn_probability,risk_level,plan_tier,industry,mrr_amount,arr_amount,billing_frequency,expected_mrr_at_risk,expected_arr_at_risk,top_risk_increasing,top_risk_decreasing,top_feature,action_category,suggested_action,urgency
A-560d27,False,0.2651725099687093,Low,Pro,DevTools,0,0,annual,0.0,0.0,industry_DevTools (+0.654); total_usage_count (+0.376); country_US (+0.200),days_since_last_activity (-0.627); engagement_trend_ratio (-0.615); total_errors (-0.430),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,No action needed
A-0b0d6d,False,0.1203212530277217,Low,Pro,DevTools,1029,12348,annual,123.81056936552564,1485.7268323863077,support_tickets_per_month (+4.582); tenure_months (+0.809); tenure_days (+0.808),usage_rate_per_day (-6.860); engagement_trend_ratio (-1.028); total_errors (-0.810),support_tickets_per_month,Support/Technical,Support review — frequent support contact relative to tenure; escalate for a resolution review,No action needed
A-2789e3,False,0.4426691102626509,Medium,Enterprise,FinTech,0,0,monthly,0.0,0.0,total_usage_count (+0.740); tenure_months (+0.531); tenure_days (+0.530),engagement_trend_ratio (-0.773); total_errors (-0.696); referral_source_partner (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-b07346,True,0.4654797612651018,Medium,Pro,HealthTech,0,0,annual,0.0,0.0,tenure_months (+0.726); tenure_days (+0.725); industry_HealthTech (+0.358),engagement_trend_ratio (-0.955); total_usage_count (-0.643); referral_source_partner (-0.195),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-902ef7,True,0.4127785005429144,Medium,Enterprise,HealthTech,1577,18924,annual,650.951695356176,7811.420344274112,tenure_months (+0.752); tenure_days (+0.751); industry_HealthTech (+0.358),engagement_trend_ratio (-1.028); days_since_last_activity (-0.722); total_usage_count (-0.300),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-20736a,False,0.154740453492113,Low,Enterprise,EdTech,9950,119400,annual,1539.6675122465242,18476.01014695829,country_IN (+0.328); days_since_last_activity (+0.213); total_errors (+0.179),engagement_trend_ratio (-0.730); upgrade_flag (-0.348); country_US (-0.312),country_IN,Segment-Level,Not an individually actionable behavior — this account's region shows elevated structural risk; consider region-specific support/localization review rather than one-off outreach,No action needed
A-e4bf56,True,0.6746725453091122,Medium,Pro,HealthTech,4378,52536,monthly,2953.716403363293,35444.59684035952,tenure_months (+0.645); tenure_days (+0.644); total_errors (+0.636),engagement_trend_ratio (-0.865); total_usage_count (-0.593); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-cea1f0,True,0.6871362017639342,Medium,Pro,FinTech,1592,19104,annual,1093.9208332081832,13127.049998498198,referral_source_event (+0.390); total_usage_count (+0.372); country_US (+0.200),engagement_trend_ratio (-0.224); industry_DevTools (-0.195); plan_tier_Pro (-0.104),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-ef84cf,False,0.4726603805143506,Medium,Enterprise,EdTech,152,1824,monthly,71.84437783818129,862.1325340581756,total_errors (+0.598); days_since_last_activity (+0.240); country_US (+0.200),total_usage_count (-0.710); referral_source_partner (-0.195); industry_DevTools (-0.195),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-d49cc5,False,0.2366663154903057,Low,Basic,Cybersecurity,950,11400,monthly,224.8329997157904,2697.995996589485,country_FR (+0.616); referral_source_event (+0.390); days_since_last_activity (+0.200),tenure_months (-0.409); tenure_days (-0.409); country_US (-0.312),country_FR,Segment-Level,Not an individually actionable behavior — this account's region shows elevated structural risk; consider region-specific support/localization review rather than one-off outreach,No action needed
A-67be94,False,0.2333335486568999,Low,Enterprise,EdTech,1274,15288,monthly,297.2669409888905,3567.203291866685,engagement_trend_ratio (+1.513); total_errors (+0.370); country_US (+0.200),tenure_months (-0.847); tenure_days (-0.845); upgrade_flag (-0.348),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-4e960a,True,0.6061357669807363,Medium,Enterprise,FinTech,228,2736,monthly,138.1989548716079,1658.3874584592947,total_errors (+0.217); referral_source_other (+0.211); days_since_last_activity (+0.200),industry_DevTools (-0.195); industry_HealthTech (-0.101); tenure_months (-0.097),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-c37cab,False,0.590756107741062,Medium,Pro,Cybersecurity,437,5244,annual,258.1604190828441,3097.925028994129,total_usage_count (+0.849); tenure_months (+0.408); tenure_days (+0.408),engagement_trend_ratio (-0.522); total_errors (-0.506); country_US (-0.312),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-533452,False,0.4147933949474355,Medium,Pro,DevTools,988,11856,annual,409.8158742080663,4917.790490496795,tenure_months (+0.684); tenure_days (+0.683); industry_DevTools (+0.654),engagement_trend_ratio (-0.989); total_errors (-0.658); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-443b7c,True,0.6609814300802578,Medium,Enterprise,Cybersecurity,152,1824,annual,100.46917737219918,1205.6301284663905,tenure_months (+0.510); tenure_days (+0.509); total_usage_count (+0.497),engagement_trend_ratio (-0.733); industry_DevTools (-0.195); industry_HealthTech (-0.101),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-1f7acb,False,0.3000019301056576,Medium,Basic,FinTech,12736,152832,annual,3820.824581825656,45849.89498190786,engagement_trend_ratio (+1.457); country_UK (+0.227); industry_FinTech (+0.185),total_errors (-0.772); tenure_months (-0.524); tenure_days (-0.523),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-f51f16,False,0.2638033646462916,Low,Enterprise,HealthTech,38,456,annual,10.024527856559082,120.29433427870896,industry_HealthTech (+0.358); country_US (+0.200); referral_source_organic (+0.082),total_usage_count (-0.417); referral_source_partner (-0.195); industry_DevTools (-0.195),industry_HealthTech,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,No action needed
A-5a3eb9,False,0.4945144927776913,Medium,Enterprise,DevTools,882,10584,annual,436.1617826299237,5233.941391559085,total_usage_count (+0.904); industry_DevTools (+0.654); country_CA (+0.256),tenure_months (-0.487); tenure_days (-0.486); country_US (-0.312),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-5f2961,False,0.3968286332770794,Medium,Basic,HealthTech,304,3648,annual,120.63590451623212,1447.6308541947856,tenure_months (+0.710); tenure_days (+0.709); industry_HealthTech (+0.358),engagement_trend_ratio (-1.028); total_usage_count (-0.558); days_since_last_activity (-0.532),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-417d2f,False,0.3328799022696011,Medium,Pro,Cybersecurity,1617,19404,monthly,538.266801969945,6459.20162363934,engagement_trend_ratio (+1.016); total_usage_count (+0.904); country_IN (+0.328),tenure_months (-0.610); tenure_days (-0.609); country_US (-0.312),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-e98302,False,0.3735723851581407,Medium,Enterprise,EdTech,2842,34104,annual,1061.6927186194357,12740.31262343323,total_errors (+0.332); engagement_trend_ratio (+0.242); country_US (+0.200),total_usage_count (-0.851); industry_DevTools (-0.195); tenure_months (-0.154),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-8bde0c,False,0.5681167562918263,Medium,Basic,DevTools,2388,28656,monthly,1356.6628140248813,16279.953768298576,total_usage_count (+1.103); tenure_months (+0.664); tenure_days (+0.662),engagement_trend_ratio (-1.006); total_errors (-0.620); referral_source_organic (-0.222),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-bcf87c,True,0.6297472864381738,Medium,Pro,FinTech,3383,40596,monthly,2130.4350700203418,25565.220840244103,referral_source_event (+0.390); tenure_months (+0.325); tenure_days (+0.324),engagement_trend_ratio (-0.503); industry_DevTools (-0.195); plan_tier_Pro (-0.104),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-54ecc2,False,0.1103800853639807,Low,Enterprise,Cybersecurity,5572,66864,monthly,615.0378356481004,7380.454027777205,total_usage_count (+0.454); engagement_trend_ratio (+0.267); country_US (+0.200),tenure_months (-0.670); tenure_days (-0.668); total_errors (-0.468),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,No action needed
A-625d0b,False,0.3205428746131383,Medium,Basic,EdTech,1791,21492,annual,574.0922884321307,6889.107461185568,tenure_months (+0.500); tenure_days (+0.499); total_usage_count (+0.150),engagement_trend_ratio (-0.548); total_errors (-0.430); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-fce879,True,0.3408988985417773,Medium,Pro,EdTech,399,4788,annual,136.01866051816913,1632.2239262180296,tenure_months (+0.630); tenure_days (+0.629); total_errors (+0.484),engagement_trend_ratio (-0.864); total_usage_count (-0.749); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-b07b56,True,0.7920385518561157,High,Pro,DevTools,0,0,annual,0.0,0.0,tenure_months (+0.692); tenure_days (+0.691); industry_DevTools (+0.654),engagement_trend_ratio (-0.874); total_errors (-0.468); usage_rate_per_day (-0.117),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Act this week
A-6da850,False,0.1477944521839105,Low,Pro,FinTech,114,1368,annual,16.848567548965796,202.1828105875896,total_usage_count (+0.872); country_IN (+0.328); days_since_last_activity (+0.186),total_errors (-1.039); tenure_months (-0.362); tenure_days (-0.362),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,No action needed
A-342303,False,0.4186426800876738,Medium,Pro,EdTech,0,0,annual,0.0,0.0,total_errors (+0.826); distinct_features_used (+0.221); feature_breadth_ratio (+0.221),total_usage_count (-1.366); days_since_last_activity (-0.234); industry_DevTools (-0.195),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-e7a1e2,False,0.6174610670369826,Medium,Enterprise,Cybersecurity,8756,105072,annual,5406.489102975819,64877.86923570983,total_usage_count (+0.830); referral_source_event (+0.390); tenure_months (+0.315),engagement_trend_ratio (-0.506); total_errors (-0.354); industry_DevTools (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-f1f639,False,0.1411701778539755,Low,Basic,EdTech,1791,21492,monthly,252.83578853647012,3034.029462437641,total_errors (+0.636); engagement_trend_ratio (+0.555); distinct_features_used (+0.221),total_usage_count (-1.374); tenure_months (-0.943); tenure_days (-0.941),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-a865bd,False,0.2575694862215033,Low,Pro,Cybersecurity,2744,32928,monthly,706.770670191805,8481.24804230166,engagement_trend_ratio (+0.741); total_errors (+0.522); country_US (+0.200),total_usage_count (-1.019); tenure_months (-0.409); tenure_days (-0.409),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-4e631b,False,0.4449888474684311,Medium,Enterprise,FinTech,418,5016,annual,186.0053382418042,2232.0640589016502,referral_source_other (+0.211); country_US (+0.200); industry_FinTech (+0.185),engagement_trend_ratio (-0.393); industry_DevTools (-0.195); industry_HealthTech (-0.101),referral_source_other,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-7f6b86,True,0.6756451715592013,Medium,Basic,HealthTech,855,10260,annual,577.6766216831171,6932.119460197406,total_errors (+0.484); industry_HealthTech (+0.358); engagement_trend_ratio (+0.290),total_usage_count (-0.276); referral_source_partner (-0.195); industry_DevTools (-0.195),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-8adedc,True,0.5011001348116801,Medium,Basic,EdTech,3332,39984,annual,1669.6656491925182,20035.98779031022,referral_source_event (+0.390); total_usage_count (+0.361); days_since_last_activity (+0.240),engagement_trend_ratio (-0.367); total_errors (-0.239); industry_DevTools (-0.195),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-2edab2,False,0.4950488644891395,Medium,Enterprise,HealthTech,833,9996,monthly,412.3757041194532,4948.508449433439,referral_source_event (+0.390); industry_HealthTech (+0.358); country_US (+0.200),tenure_months (-0.256); tenure_days (-0.255); industry_DevTools (-0.195),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-149a69,False,0.4055351877740026,Medium,Basic,DevTools,646,7752,monthly,261.97573130200567,3143.708775624068,total_errors (+0.674); industry_DevTools (+0.654); tenure_months (+0.617),days_since_last_activity (-1.604); total_usage_count (-1.105); engagement_trend_ratio (-1.028),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-a6d261,False,0.3403517402519169,Medium,Pro,FinTech,247,2964,annual,84.06687984222347,1008.8025581066815,total_usage_count (+0.533); country_CA (+0.256); days_since_last_activity (+0.227),upgrade_flag (-0.348); country_US (-0.312); tenure_months (-0.224),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-443f6f,False,0.4971736598161148,Medium,Basic,Cybersecurity,931,11172,monthly,462.86867728880287,5554.424127465634,tenure_months (+0.749); tenure_days (+0.748); country_US (+0.200),engagement_trend_ratio (-0.859); referral_source_organic (-0.222); usage_rate_per_day (-0.214),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-202b67,False,0.3378253852246706,Medium,Pro,HealthTech,5771,69252,monthly,1949.590298131574,23395.083577578887,industry_HealthTech (+0.358); days_since_last_activity (+0.200); country_US (+0.200),total_errors (-0.506); referral_source_organic (-0.222); industry_DevTools (-0.195),industry_HealthTech,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-00bed1,False,0.4196494791419874,Medium,Basic,Cybersecurity,5572,66864,annual,2338.286897779154,28059.442773349845,engagement_trend_ratio (+0.286); country_US (+0.200); auto_renew_flag (+0.113),tenure_months (-0.263); tenure_days (-0.263); industry_DevTools (-0.195),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-ffc04f,False,0.2420837574957258,Low,Pro,EdTech,247,2964,monthly,59.79468810144427,717.5362572173312,total_usage_count (+1.431); tenure_months (+0.270); tenure_days (+0.270),total_errors (-1.420); engagement_trend_ratio (-0.582); distinct_features_used (-0.268),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,No action needed
A-65c341,False,0.3131744387182794,Medium,Pro,FinTech,1911,22932,monthly,598.4763523906319,7181.716228687583,total_errors (+0.332); country_US (+0.200); industry_FinTech (+0.185),engagement_trend_ratio (-0.549); total_usage_count (-0.315); industry_DevTools (-0.195),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-dcc2f0,False,0.4834867257318748,Medium,Basic,FinTech,608,7296,annual,293.9599292449799,3527.5191509397587,total_usage_count (+1.337); engagement_trend_ratio (+0.468); country_UK (+0.227),tenure_months (-0.563); tenure_days (-0.562); country_US (-0.312),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-ced9aa,False,0.6410429477924943,Medium,Enterprise,DevTools,147,1764,annual,94.23331332549664,1130.79975990596,industry_DevTools (+0.654); tenure_months (+0.585); tenure_days (+0.584),engagement_trend_ratio (-0.944); total_errors (-0.468); industry_HealthTech (-0.101),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-3d957b,False,0.185734212872888,Low,Pro,HealthTech,2786,33432,annual,517.455517063866,6209.466204766392,total_errors (+0.522); industry_HealthTech (+0.358); country_UK (+0.227),total_usage_count (-1.358); days_since_last_activity (-0.736); engagement_trend_ratio (-0.713),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-89ee83,True,0.4623598316379102,Medium,Pro,Cybersecurity,3582,42984,monthly,1656.1729169269945,19874.075003123933,tenure_months (+0.583); tenure_days (+0.582); total_usage_count (+0.290),engagement_trend_ratio (-0.758); referral_source_organic (-0.222); industry_DevTools (-0.195),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-883b7d,False,0.4761461906492935,Medium,Basic,Cybersecurity,9950,119400,annual,4737.65459696047,56851.855163525644,total_usage_count (+0.599); country_IN (+0.328); days_since_last_activity (+0.227),total_errors (-0.506); country_US (-0.312); engagement_trend_ratio (-0.271),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-dcc3f1,False,0.6020483810220844,Medium,Pro,HealthTech,399,4788,annual,240.21730402781165,2882.60764833374,referral_source_event (+0.390); industry_HealthTech (+0.358); country_US (+0.200),total_errors (-0.201); industry_DevTools (-0.195); tenure_months (-0.151),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
A-c62e55,False,0.3955889586032144,Medium,Basic,EdTech,686,8232,annual,271.3740256018051,3256.488307221661,engagement_trend_ratio (+1.829); total_errors (+0.522); country_US (+0.200),tenure_months (-0.990); tenure_days (-0.988); total_usage_count (-0.600),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-e4144b,False,0.5667752903426756,Medium,Pro,EdTech,8159,97908,annual,4624.3195939058905,55491.83512687068,tenure_months (+0.630); tenure_days (+0.629); country_UK (+0.227),engagement_trend_ratio (-0.761); country_US (-0.312); total_usage_count (-0.202),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-e40f45,False,0.4456886525825867,Medium,Pro,HealthTech,399,4788,monthly,177.8297723804521,2133.957268565425,industry_HealthTech (+0.358); days_since_last_activity (+0.213); country_US (+0.200),total_usage_count (-0.350); referral_source_organic (-0.222); engagement_trend_ratio (-0.211),industry_HealthTech,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-96215d,False,0.6032775568903692,Medium,Enterprise,FinTech,490,5880,annual,295.6060028762809,3547.272034515371,tenure_months (+0.434); tenure_days (+0.434); referral_source_event (+0.390),engagement_trend_ratio (-0.639); total_usage_count (-0.561); industry_DevTools (-0.195),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-2b9d3e,False,0.1918599918246542,Low,Enterprise,EdTech,398,4776,monthly,76.36027674621238,916.3233209545484,engagement_trend_ratio (+0.455); total_errors (+0.293); country_US (+0.200),tenure_months (-0.688); tenure_days (-0.687); referral_source_partner (-0.195),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-b7724f,False,0.8370463196292433,High,Basic,HealthTech,551,6612,monthly,461.21252211571306,5534.550265388556,engagement_trend_ratio (+3.846); total_errors (+0.408); industry_HealthTech (+0.358),tenure_months (-0.865); tenure_days (-0.863); total_usage_count (-0.432),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Act this week
A-310452,False,0.7877316540456811,High,Enterprise,DevTools,441,5292,annual,347.38965943414536,4168.675913209745,tenure_months (+0.796); tenure_days (+0.795); support_tickets_per_month (+0.731),engagement_trend_ratio (-1.028); total_usage_count (-0.870); usage_rate_per_day (-0.483),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Act this week
A-eb1312,False,0.4141914685999211,Medium,Pro,FinTech,475,5700,annual,196.74094758496253,2360.89137101955,total_usage_count (+0.673); tenure_months (+0.536); tenure_days (+0.535),engagement_trend_ratio (-0.837); total_errors (-0.430); referral_source_partner (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-df1e44,False,0.2331095043770127,Low,Enterprise,Cybersecurity,588,7056,monthly,137.06838857368348,1644.8206628842015,total_errors (+0.484); country_UK (+0.227); plan_tier_Pro (+0.067),country_US (-0.312); total_usage_count (-0.276); engagement_trend_ratio (-0.246),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-6a7c9d,True,0.4860870638788193,Medium,Enterprise,Cybersecurity,1274,15288,annual,619.2749193816157,7431.299032579389,total_errors (+0.788); tenure_months (+0.739); tenure_days (+0.738),total_usage_count (-1.179); engagement_trend_ratio (-0.933); referral_source_organic (-0.222),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,Monitor / act within the month
A-cbd1a3,True,0.7612558698094443,High,Basic,DevTools,380,4560,annual,289.2772305275888,3471.3267663310658,tenure_months (+0.718); tenure_days (+0.717); industry_DevTools (+0.654),engagement_trend_ratio (-0.891); total_errors (-0.201); usage_rate_per_day (-0.107),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Act this week
A-a8d89d,False,0.3506553123323484,Medium,Pro,EdTech,323,3876,annual,113.26166588334854,1359.1399906001825,total_usage_count (+0.236); country_US (+0.200); engagement_trend_ratio (+0.183),tenure_months (-0.201); tenure_days (-0.201); industry_DevTools (-0.195),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-600734,True,0.5134337961197082,Medium,Pro,DevTools,1764,21168,monthly,905.6972163551652,10868.366596261983,total_usage_count (+0.662); industry_DevTools (+0.654); country_US (+0.200),tenure_months (-0.263); tenure_days (-0.263); referral_source_organic (-0.222),total_usage_count,Engagement,Usage education — send feature tips or a re-onboarding session to lift day-to-day usage,Monitor / act within the month
A-86fc1d,False,0.5640236492419591,Medium,Basic,DevTools,0,0,monthly,0.0,0.0,industry_DevTools (+0.654); tenure_months (+0.401); tenure_days (+0.400),total_usage_count (-0.499); engagement_trend_ratio (-0.394); country_US (-0.312),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-78f02b,False,0.5159961635713622,Medium,Enterprise,HealthTech,539,6468,annual,278.1219321649642,3337.463185979571,tenure_months (+0.697); tenure_days (+0.696); total_errors (+0.408),total_usage_count (-1.093); engagement_trend_ratio (-1.028); upgrade_flag (-0.348),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-acb7f7,False,0.4985833683833418,Medium,Basic,EdTech,608,7296,annual,303.1386879770718,3637.6642557248615,engagement_trend_ratio (+0.480); total_usage_count (+0.474); days_since_last_activity (+0.213),total_errors (-0.354); industry_DevTools (-0.195); tenure_months (-0.125),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-712f1c,True,0.6430246709167105,Medium,Basic,DevTools,833,9996,annual,535.6395508736198,6427.674610483437,industry_DevTools (+0.654); total_usage_count (+0.548); days_since_last_activity (+0.213),total_errors (-0.278); engagement_trend_ratio (-0.199); distinct_features_used (-0.121),industry_DevTools,Segment-Level,Not an individually actionable behavior — this account's industry segment shows elevated structural risk; consider segment-level strategy (tailored onboarding or pricing for this vertical) rather than one-off outreach,Monitor / act within the month
A-3793ee,False,0.2253081962198601,Low,Enterprise,Cybersecurity,9751,117012,monthly,2196.980221339856,26363.76265607827,engagement_trend_ratio (+1.423); total_errors (+0.598); country_CA (+0.256),tenure_months (-0.883); tenure_days (-0.882); total_usage_count (-0.542),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,No action needed
A-9a532a,False,0.2407533712004781,Low,Enterprise,HealthTech,2189,26268,monthly,527.0091295578466,6324.109554694159,total_errors (+0.446); industry_HealthTech (+0.358); tenure_months (+0.348),total_usage_count (-1.194); days_since_last_activity (-0.722); engagement_trend_ratio (-0.466),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-2ebb4b,False,0.3139105126530585,Medium,Basic,HealthTech,2009,24108,monthly,630.6462199199946,7567.754639039935,engagement_trend_ratio (+1.061); industry_HealthTech (+0.358); country_US (+0.200),tenure_months (-0.740); tenure_days (-0.739); total_errors (-0.239),engagement_trend_ratio,Engagement,Proactive check-in — usage has been trending down; offer a refresher demo or usage walkthrough,Monitor / act within the month
A-6843f2,False,0.5554943412994079,Medium,Enterprise,HealthTech,1127,13524,annual,626.0421226444327,7512.505471733192,tenure_months (+0.757); tenure_days (+0.756); total_errors (+0.370),engagement_trend_ratio (-1.028); country_US (-0.312); days_since_last_activity (-0.234),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-c9bb3e,False,0.2540984562817858,Low,Pro,EdTech,190,2280,monthly,48.2787066935393,579.3444803224716,total_errors (+0.255); country_US (+0.200); referral_source_organic (+0.082),days_since_last_activity (-0.573); engagement_trend_ratio (-0.473); industry_DevTools (-0.195),total_errors,Support/Technical,Technical support outreach — elevated error activity; proactively offer troubleshooting help,No action needed
A-4814a3,True,0.4882468080529038,Medium,Basic,Cybersecurity,4263,51156,monthly,2081.396142729529,24976.753712754347,tenure_months (+0.632); tenure_days (+0.631); referral_source_event (+0.390),engagement_trend_ratio (-0.804); total_errors (-0.696); country_US (-0.312),tenure_months,Relationship,Loyalty/retention check-in — tenure-related risk signal; a relationship-focused outreach from account management,Monitor / act within the month
A-b7b7b7,True,0.6380240988742555,Medium,Basic,FinTech,1176,14112,annual,750.3163402761245,9003.796083313493,referral_source_event (+0.390); tenure_months (+0.333); tenure_days (+0.332),engagement_trend_ratio (-0.749); industry_DevTools (-0.195); industry_HealthTech (-0.101),referral_source_event,Segment-Level,Not an individually actionable behavior — this account's acquisition channel shows elevated structural risk; consider reviewing onboarding quality for this channel rather than one-off outreach,Monitor / act within the month
